celltype_1,celltype_2,category,log2_enr_A_K15,log2_enr_A_K200,log2_enr_B_K15,log2_enr_B_K200
Border-associated macrophages,Kupffer cells,K15_only,2.8793,-0.7424,2.4945,-0.7305
Border-associated macrophages,Lateral plate and intermediate mesoderm,neither,-2.5921,-2.2869,-2.4692,-1.9705
Border-associated macrophages,Limb mesenchyme progenitors,neither,-3.0793,-2.6630,-2.3962,-2.2921
Border-associated macrophages,Liver sinusoidal endothelial cells,neither,-2.4189,-2.9422,-1.3241,-2.0984
Border-associated macrophages,Lung progenitor cells,neither,-3.2040,-3.7943,-3.6683,-3.9293
Border-associated macrophages,Lymphatic vessel endothelial cells,neither,-2.5701,-2.8532,-2.3293,-2.3157
Border-associated macrophages,Mast cells,K15_only,2.5334,-0.0566,2.2002,-0.2823
Border-associated macrophages,Megakaryocytes,K15_only,1.0940,-1.2445,0.6847,-1.2781
Border-associated macrophages,Melanocyte cells,neither,-3.7722,-4.0723,-2.5994,-2.5576
Border-associated macrophages,Metanephric mesenchyme,neither,-2.6822,-3.9482,-2.5434,-3.7629
Border-associated macrophages,Microglia,K15_only,3.3404,0.0836,2.9308,-0.1010
Border-associated macrophages,Midbrain,neither,-4.0551,-3.3072,-3.8092,-2.9277
Border-associated macrophages,Midbrain-hindbrain boundary,neither,-1.9044,-2.7684,-2.3094,-3.4196
Border-associated macrophages,Midgut/Hindgut epithelial cells,neither,-3.1698,-3.2294,-1.4019,-2.5982
Border-associated macrophages,Monocytes,K15_only,2.0134,0.0736,2.2017,-0.0214
Border-associated macrophages,Muscle progenitor cells,neither,-3.2663,-3.0095,-2.1096,-2.5794
Border-associated macrophages,Myelinating Schwann cells,neither,-2.6695,-2.9862,-2.8391,-2.6388
Border-associated macrophages,Myelinating Schwann cells (Tgfb2+),neither,-2.4685,-3.5096,-1.9764,-2.7058
Border-associated macrophages,Myoblasts,neither,-3.2253,-2.6821,-2.5991,-2.1438
Border-associated macrophages,Myofibroblasts,neither,-2.9956,-2.8636,-1.9617,-2.4629
Border-associated macrophages,Naive retinal progenitor cells,neither,-3.6868,-3.9015,-2.5571,-3.6419
Border-associated macrophages,Nephron progenitors,neither,-3.2527,-3.9287,-1.7919,-2.9944
Border-associated macrophages,Neural crest (PNS glia),neither,-2.8734,-2.9278,-2.4520,-2.5171
Border-associated macrophages,Neural crest (PNS neurons),neither,-3.0825,-3.3517,-2.5750,-2.8495
Border-associated macrophages,Neural progenitor cells (Neurod1+),neither,-3.8767,-3.9687,-3.5516,-3.3661
Border-associated macrophages,Neurons (Slc17a8+),neither,-2.7667,-2.5106,-2.6329,-2.2687
Border-associated macrophages,Olfactory bulb cells,neither,-2.5130,-3.4195,-2.8079,-3.8311
Border-associated macrophages,Olfactory epithelial cells,neither,-3.0596,-3.8920,-3.8752,-3.5246
Border-associated macrophages,Olfactory sensory neurons,neither,-2.6796,-3.9983,-3.1227,-3.6549
Border-associated macrophages,Otic epithelial cells,neither,-2.9377,-3.4026,-1.6683,-2.5080
Border-associated macrophages,Otic sensory neurons,neither,-2.2823,-2.9734,-1.6235,-2.2954
Border-associated macrophages,Pancreatic acinar cells,neither,-1.7624,-2.4319,-3.2990,-2.6356
Border-associated macrophages,Parasympathetic neurons,neither,-2.0585,-2.9258,-2.0251,-2.7731
Border-associated macrophages,Posterior roof plate,neither,-0.9981,-1.7897,-1.4191,-2.5269
Border-associated macrophages,Pre-epidermal keratinocytes,neither,-2.7946,-2.8141,-2.7588,-2.4724
Border-associated macrophages,Pre-osteoblasts (Sp7+),neither,-2.6680,-2.5257,-2.2383,-2.2427
Border-associated macrophages,Primitive erythroid cells,neither,0.4348,-1.1115,-0.2414,-1.1021
Border-associated macrophages,Retinal ganglion cells,neither,-2.7968,-3.3455,-2.3909,-3.2475
Border-associated macrophages,Retinal pigment cells,neither,-2.5457,-2.5902,-1.6057,-1.9814
Border-associated macrophages,Retinal progenitor cells,neither,-2.1422,-2.9720,-1.6206,-2.5521
Border-associated macrophages,Sclerotome,neither,-2.7172,-2.2654,-2.2401,-1.9403
Border-associated macrophages,Spinal cord dorsal progenitors,neither,-2.5312,-2.6249,-2.7529,-2.4098
Border-associated macrophages,Spinal cord motor neurons,neither,-2.3748,-3.0896,-1.7816,-2.3304
Border-associated macrophages,Spinal cord ventral progenitors,neither,-1.7703,-2.5571,-2.8320,-2.7061
Border-associated macrophages,Spinal cord/r7/r8,neither,-2.4367,-2.6701,-2.0905,-2.2138
Border-associated macrophages,Sympathetic neurons,neither,-3.5291,-3.3325,-2.5133,-3.1532
Border-associated macrophages,Telencephalon,neither,-3.3349,-2.3320,-2.8164,-1.8934
Border-associated macrophages,Thalamic neuronal precursors,neither,-4.1037,-4.2458,-3.3398,-3.0556
Border-associated macrophages,Ureteric bud,neither,-1.7892,-3.0404,-3.2276,-3.0083
Brain capillary endothelial cells,Branchial arch epithelium,neither,-1.0065,-1.3597,-0.5080,-1.1946
Brain capillary endothelial cells,Cajal-Retzius cells,neither,-1.0270,-1.1805,-0.7996,-1.0891
Brain capillary endothelial cells,Cerebellar Purkinje cells,neither,-1.5714,-1.4124,-1.1367,-1.3504
Brain capillary endothelial cells,Chondrocytes (Atp1a2+),neither,0.0808,-0.9298,0.6069,-0.7443
Brain capillary endothelial cells,Choroid plexus,neither,-0.0725,-1.4733,-0.5927,-1.4297
Brain capillary endothelial cells,Cranial motor neurons,neither,-1.2978,-1.4844,-0.8552,-1.1596
Brain capillary endothelial cells,Deep-layer neurons,neither,-1.5873,-1.3690,-1.2118,-1.1983
Brain capillary endothelial cells,Definitive early erythroblasts (CD36-),neither,-2.9064,-1.6729,-2.4191,-1.3932
Brain capillary endothelial cells,Definitive erythroblasts (CD36+),neither,-1.3356,-1.8721,0.4182,-0.4042
Brain capillary endothelial cells,Dermatome,neither,-0.3317,-0.7750,0.0524,-0.6377
Brain capillary endothelial cells,Dermomyotome,neither,-1.8047,-1.5659,-0.4701,-1.0779
Brain capillary endothelial cells,Diencephalon,neither,-2.0651,-2.6136,-1.1885,-1.9817
Brain capillary endothelial cells,Dorsal root ganglion neurons,neither,-0.5259,-1.1619,-0.0157,-0.5740
Brain capillary endothelial cells,Dorsal telencephalon,neither,-1.6833,-1.7275,-1.8462,-1.1270
Brain capillary endothelial cells,Early chondrocytes,neither,0.0613,-0.7141,-0.1570,-0.6703
Brain capillary endothelial cells,Endocardial cells,neither,1.8581,-0.4002,0.3216,-0.1794
Brain capillary endothelial cells,Endothelium,K15_only,2.1825,-0.2439,2.0910,-0.1820
Brain capillary endothelial cells,Enteric neurons,neither,-0.2774,-1.1220,-1.0234,-0.8596
Brain capillary endothelial cells,Eye field,neither,-0.8675,-1.6057,-0.8778,-1.4012
Brain capillary endothelial cells,Facial mesenchyme,neither,-0.3390,-0.5838,-0.4037,-0.6185
Brain capillary endothelial cells,Fibroblasts,neither,-0.5216,-0.5460,-0.3752,-0.4878
Brain capillary endothelial cells,First heart field,neither,1.4666,-0.0176,-1.3665,-0.2430
Brain capillary endothelial cells,Floorplate and p3 domain,neither,-0.6934,-0.8484,-0.4194,-0.3426
Brain capillary endothelial cells,GABAergic cortical interneurons,neither,-1.4405,-0.8289,-1.3134,-0.7098
Brain capillary endothelial cells,GABAergic neurons,neither,-1.1119,-0.7609,-0.7335,-0.6270
Brain capillary endothelial cells,Glutamatergic neurons,neither,-1.0289,-0.6315,-0.9330,-0.5165
Brain capillary endothelial cells,Granular keratinocytes,neither,-0.5678,-1.1890,-0.6909,-1.1377
Brain capillary endothelial cells,Hematopoietic stem cells (Cd34+),neither,-2.0087,-2.4037,-1.5405,-2.2364
Brain capillary endothelial cells,Hematopoietic stem cells (Mpo+),neither,-2.1714,-2.5896,-2.8430,-1.9169
Brain capillary endothelial cells,Hepatocytes,neither,-2.0975,-2.6342,-2.3511,-2.4899
Brain capillary endothelial cells,Hindbrain,neither,-0.7514,-1.2226,-0.6145,-1.0767
Brain capillary endothelial cells,Hypothalamus,neither,-0.7347,-1.5142,-1.5076,-1.3638
Brain capillary endothelial cells,Hypothalamus (Sim1+),neither,-0.1563,-0.5569,-1.0797,-0.5970
Brain capillary endothelial cells,Intermediate neuronal progenitors,neither,-1.6997,-1.8962,-1.1895,-1.7050
Brain capillary endothelial cells,Kupffer cells,neither,-1.3983,-2.5146,-2.3148,-2.0132
Brain capillary endothelial cells,Lateral plate and intermediate mesoderm,neither,-0.4912,-0.6792,-0.4417,-0.6024
Brain capillary endothelial cells,Limb mesenchyme progenitors,neither,-0.7202,-1.0294,-0.8302,-0.9770
Brain capillary endothelial cells,Liver sinusoidal endothelial cells,neither,-1.0712,-1.0720,-0.0516,-0.8162
Brain capillary endothelial cells,Lung progenitor cells,neither,-1.4376,-2.1653,-1.7197,-2.1258
Brain capillary endothelial cells,Lymphatic vessel endothelial cells,neither,0.9448,-0.2537,0.7731,-0.3801
Brain capillary endothelial cells,Mast cells,neither,-1.1329,-1.4781,-2.3299,-1.7344
Brain capillary endothelial cells,Megakaryocytes,neither,-1.6678,-2.4492,-0.7940,-1.5566
Brain capillary endothelial cells,Melanocyte cells,neither,-1.7198,-1.3790,-0.3665,-0.4687
Brain capillary endothelial cells,Metanephric mesenchyme,neither,-0.3392,-1.8565,-1.4690,-2.2123
Brain capillary endothelial cells,Microglia,neither,-0.6030,-1.9633,-1.0987,-1.2521
Brain capillary endothelial cells,Midbrain,neither,-1.9865,-1.6165,-1.7869,-1.4881
Brain capillary endothelial cells,Midbrain-hindbrain boundary,neither,0.1798,-1.2428,-0.1796,-0.7139
Brain capillary endothelial cells,Midgut/Hindgut epithelial cells,neither,-1.4060,-1.8021,-1.1267,-1.1120
Brain capillary endothelial cells,Monocytes,neither,-0.1439,-1.8966,-1.1071,-1.4984
Brain capillary endothelial cells,Muscle progenitor cells,neither,-0.3571,-0.2919,-1.0588,-0.9306
Brain capillary endothelial cells,Myelinating Schwann cells,neither,-0.8566,-1.4875,-1.6519,-1.1336
Brain capillary endothelial cells,Myelinating Schwann cells (Tgfb2+),neither,-3.1440,-1.9989,-0.3659,-1.3522
Brain capillary endothelial cells,Myoblasts,neither,-0.6392,-0.8793,-0.4307,-0.7547
Brain capillary endothelial cells,Myofibroblasts,neither,-0.3227,-0.9314,0.1126,-0.7867
Brain capillary endothelial cells,Naive retinal progenitor cells,neither,-1.1000,-2.1808,-2.8574,-2.6699
Brain capillary endothelial cells,Nephron progenitors,neither,0.4901,-1.5881,-0.7292,-2.6454
Brain capillary endothelial cells,Neural crest (PNS glia),neither,-0.3792,-1.3195,-0.3799,-0.7165
Brain capillary endothelial cells,Neural crest (PNS neurons),neither,-0.8421,-1.5671,-0.8181,-1.4419
Brain capillary endothelial cells,Neural progenitor cells (Neurod1+),neither,-0.8159,-1.6342,-1.9098,-1.5428
Brain capillary endothelial cells,Neurons (Slc17a8+),neither,-0.7157,-0.4032,0.1960,-0.2348
Brain capillary endothelial cells,Olfactory bulb cells,neither,-0.3088,-1.9879,-1.9410,-1.9275
Brain capillary endothelial cells,Olfactory epithelial cells,neither,-1.1351,-2.0828,-1.1410,-1.9765
Brain capillary endothelial cells,Olfactory sensory neurons,neither,-1.4169,-2.4135,-0.5127,-2.4338
Brain capillary endothelial cells,Otic epithelial cells,neither,-1.6859,-1.6811,-0.7197,-1.2519
Brain capillary endothelial cells,Otic sensory neurons,neither,-0.6827,-1.7409,-1.7101,-1.0199
Brain capillary endothelial cells,Pancreatic acinar cells,neither,-0.0342,-0.6582,-0.1732,-1.0936
Brain capillary endothelial cells,Parasympathetic neurons,neither,-2.6090,-1.6851,-1.4542,-1.1581
Brain capillary endothelial cells,Posterior roof plate,neither,-0.5800,-1.1143,-0.2488,-0.6911
Brain capillary endothelial cells,Pre-epidermal keratinocytes,neither,-0.6498,-1.1562,-0.7877,-0.9833
Brain capillary endothelial cells,Pre-osteoblasts (Sp7+),neither,0.0502,-0.8077,0.2524,-0.6850
Brain capillary endothelial cells,Primitive erythroid cells,neither,-1.4303,-0.4215,-1.0234,-0.7017
Brain capillary endothelial cells,Retinal ganglion cells,neither,-0.8304,-1.8416,-2.2915,-2.4008
Brain capillary endothelial cells,Retinal pigment cells,neither,0.0919,-1.7045,-1.1071,-0.7406
Brain capillary endothelial cells,Retinal progenitor cells,neither,-1.6861,-1.4069,-1.7978,-1.7595
Brain capillary endothelial cells,Sclerotome,neither,-0.0976,-0.6209,-0.3474,-0.6105
Brain capillary endothelial cells,Spinal cord dorsal progenitors,neither,-0.8097,-1.0411,-0.2695,-0.8479
Brain capillary endothelial cells,Spinal cord motor neurons,neither,-0.5452,-0.8813,-0.1622,-0.6972
Brain capillary endothelial cells,Spinal cord ventral progenitors,neither,-2.3630,-0.5487,-0.3749,-0.5879
Brain capillary endothelial cells,Spinal cord/r7/r8,neither,-1.0385,-0.9459,-0.4903,-0.8130
Brain capillary endothelial cells,Sympathetic neurons,neither,-1.3259,-1.4194,-0.3401,-1.7601
Brain capillary endothelial cells,Telencephalon,neither,-1.5332,-0.8288,-1.4783,-0.6677
Brain capillary endothelial cells,Thalamic neuronal precursors,neither,-2.3910,-2.5367,-1.6730,-1.7760
Brain capillary endothelial cells,Ureteric bud,neither,-2.1939,-1.3352,-1.2770,-1.1850
Branchial arch epithelium,Cajal-Retzius cells,neither,-1.6882,-1.6931,-1.2076,-1.3919
Branchial arch epithelium,Cerebellar Purkinje cells,neither,-2.1951,-2.1020,-1.4189,-1.6413
Branchial arch epithelium,Chondrocytes (Atp1a2+),neither,-1.2595,-1.4949,-1.2486,-1.3681
Branchial arch epithelium,Choroid plexus,neither,-2.3623,-1.9481,-0.7326,-1.4282
Branchial arch epithelium,Cranial motor neurons,neither,-1.1601,-1.5321,-0.6199,-1.1044
Branchial arch epithelium,Deep-layer neurons,neither,-2.0399,-1.7950,-1.6806,-1.5209
Branchial arch epithelium,Definitive early erythroblasts (CD36-),neither,-3.7124,-2.2004,-3.4420,-2.0899
Branchial arch epithelium,Definitive erythroblasts (CD36+),neither,-0.1432,-1.5635,-1.0982,-1.4076
Branchial arch epithelium,Dermatome,neither,-1.1898,-1.3747,-0.9830,-1.1735
Branchial arch epithelium,Dermomyotome,neither,-1.3166,-1.7020,-1.9703,-1.4749
Branchial arch epithelium,Diencephalon,neither,-2.3501,-2.9176,-1.8754,-2.4287
Branchial arch epithelium,Dorsal root ganglion neurons,neither,-1.1940,-1.2874,-0.4169,-1.0896
Branchial arch epithelium,Dorsal telencephalon,neither,-2.7406,-2.2819,-1.1104,-1.6337
Branchial arch epithelium,Early chondrocytes,neither,-1.3207,-1.3409,-1.0674,-1.1553
Branchial arch epithelium,Endocardial cells,neither,-1.2026,-1.5804,-0.4581,-1.1640
Branchial arch epithelium,Endothelium,neither,-1.0058,-1.5218,-0.8918,-1.2771
Branchial arch epithelium,Enteric neurons,neither,-0.6146,-1.2704,0.1374,-1.0380
Branchial arch epithelium,Eye field,neither,-1.6817,-2.6952,-1.7820,-2.1509
Branchial arch epithelium,Facial mesenchyme,neither,-0.7391,-1.2170,-0.5213,-1.0530
Branchial arch epithelium,Fibroblasts,neither,-1.3742,-1.1247,-1.1939,-0.9578
Branchial arch epithelium,First heart field,neither,-0.5837,-1.0199,0.4028,-0.7472
Branchial arch epithelium,Floorplate and p3 domain,neither,-0.7180,-1.2465,-1.3179,-1.2265
Branchial arch epithelium,GABAergic cortical interneurons,neither,-1.8897,-1.3615,-1.8266,-1.1499
Branchial arch epithelium,GABAergic neurons,neither,-1.6358,-1.2457,-1.3641,-1.0925
Branchial arch epithelium,Glutamatergic neurons,neither,-1.7423,-1.1459,-1.4181,-0.9714
Branchial arch epithelium,Granular keratinocytes,K15_only,1.3385,-1.1084,1.5784,-0.8559
Branchial arch epithelium,Hematopoietic stem cells (Cd34+),neither,-2.9467,-3.3119,-2.7249,-3.0270
Branchial arch epithelium,Hematopoietic stem cells (Mpo+),neither,-3.4274,-3.6336,-3.2673,-2.7408
Branchial arch epithelium,Hepatocytes,neither,-2.3808,-3.0194,-2.4276,-2.8017
Branchial arch epithelium,Hindbrain,neither,-1.6144,-1.6930,-1.2687,-1.3338
Branchial arch epithelium,Hypothalamus,neither,-1.6398,-2.1379,-1.4136,-1.8257
Branchial arch epithelium,Hypothalamus (Sim1+),neither,-3.1858,-1.5039,-1.3720,-1.0045
Branchial arch epithelium,Intermediate neuronal progenitors,neither,-1.9556,-2.0920,-1.3894,-1.7503
Branchial arch epithelium,Kupffer cells,neither,-2.6759,-3.3393,-1.9839,-2.5921
Branchial arch epithelium,Lateral plate and intermediate mesoderm,neither,-1.5001,-1.3504,-1.4092,-1.1647
Branchial arch epithelium,Limb mesenchyme progenitors,neither,-1.7604,-1.6628,-1.3811,-1.3348
Branchial arch epithelium,Liver sinusoidal endothelial cells,neither,-1.1342,-1.8637,-1.7004,-1.4783
Branchial arch epithelium,Lung progenitor cells,K15_only,1.3688,-2.0516,1.2642,-2.1902
Branchial arch epithelium,Lymphatic vessel endothelial cells,neither,-0.7038,-1.3169,-1.0226,-1.2878
Branchial arch epithelium,Mast cells,neither,-2.5433,-2.8295,-1.2112,-2.1911
Branchial arch epithelium,Megakaryocytes,neither,-2.8202,-3.1203,-1.9025,-2.5059
Branchial arch epithelium,Melanocyte cells,neither,-2.0108,-1.9213,-1.0826,-1.3236
Branchial arch epithelium,Metanephric mesenchyme,neither,-1.6115,-2.4995,-1.1116,-2.2623
Branchial arch epithelium,Microglia,neither,-2.0263,-2.4192,-1.8036,-1.9770
Branchial arch epithelium,Midbrain,neither,-2.4773,-2.0587,-2.2926,-1.8602
Branchial arch epithelium,Midbrain-hindbrain boundary,neither,-1.3371,-1.8269,-0.7968,-1.5252
Branchial arch epithelium,Midgut/Hindgut epithelial cells,neither,0.3513,-1.7860,0.1433,-1.4209
Branchial arch epithelium,Monocytes,neither,-2.1658,-2.4528,-2.0019,-1.8095
Branchial arch epithelium,Muscle progenitor cells,neither,-1.9126,-1.2792,-0.1150,-1.0640
Branchial arch epithelium,Myelinating Schwann cells,neither,-1.6418,-1.8964,-1.4042,-1.7073
Branchial arch epithelium,Myelinating Schwann cells (Tgfb2+),neither,-2.0186,-2.4204,-1.7685,-2.2226
Branchial arch epithelium,Myoblasts,neither,-1.7519,-1.5218,-1.5455,-1.3235
Branchial arch epithelium,Myofibroblasts,neither,-1.0133,-1.5532,-1.1390,-1.4121
Branchial arch epithelium,Naive retinal progenitor cells,neither,-1.9925,-3.0839,-2.2883,-2.6751
Branchial arch epithelium,Nephron progenitors,neither,-0.5892,-1.8443,-0.5914,-1.7617
Branchial arch epithelium,Neural crest (PNS glia),neither,-1.1274,-1.7693,-1.1665,-1.4803
Branchial arch epithelium,Neural crest (PNS neurons),neither,-1.9221,-2.0556,-1.2755,-1.8387
Branchial arch epithelium,Neural progenitor cells (Neurod1+),neither,-2.1272,-2.2590,-1.2553,-2.0624
Branchial arch epithelium,Neurons (Slc17a8+),neither,-1.0051,-1.2100,-0.2677,-0.9748
Branchial arch epithelium,Olfactory bulb cells,K15_only,1.3913,-1.0761,1.3018,-1.0692
Branchial arch epithelium,Olfactory epithelial cells,K15_only,0.8622,-1.6911,1.0368,-1.6523
Branchial arch epithelium,Olfactory sensory neurons,K15_only,0.6634,-2.1064,0.6937,-1.9890
Branchial arch epithelium,Otic epithelial cells,neither,-0.8173,-1.9042,-0.9222,-1.6991
Branchial arch epithelium,Otic sensory neurons,neither,-0.4977,-1.6616,-0.6566,-1.3578
Branchial arch epithelium,Pancreatic acinar cells,K15_only,1.6606,-0.8200,1.2838,-0.8569
Branchial arch epithelium,Parasympathetic neurons,neither,-1.2067,-1.8721,-1.8185,-2.0409
Branchial arch epithelium,Posterior roof plate,neither,-2.2342,-1.8900,-0.4194,-1.4259
Branchial arch epithelium,Pre-epidermal keratinocytes,K15_only,0.5900,-1.2987,0.7833,-1.1119
Branchial arch epithelium,Pre-osteoblasts (Sp7+),neither,-0.8587,-1.3462,-0.4934,-1.0907
Branchial arch epithelium,Primitive erythroid cells,neither,-0.7982,-1.0178,-1.2777,-0.9546
Branchial arch epithelium,Retinal ganglion cells,neither,-1.9083,-2.5850,-2.7658,-2.5837
Branchial arch epithelium,Retinal pigment cells,neither,-2.7608,-2.8180,-2.0019,-1.4658
Branchial arch epithelium,Retinal progenitor cells,neither,-1.9652,-2.7086,-2.0043,-1.8066
Branchial arch epithelium,Sclerotome,neither,-1.1438,-1.2528,-0.9451,-1.0295
Branchial arch epithelium,Spinal cord dorsal progenitors,neither,-1.3362,-1.5187,-1.0106,-1.3141
Branchial arch epithelium,Spinal cord motor neurons,neither,-1.4886,-1.4483,-1.1584,-1.4289
Branchial arch epithelium,Spinal cord ventral progenitors,neither,-0.5757,-1.2148,-1.6290,-1.4354
Branchial arch epithelium,Spinal cord/r7/r8,neither,-1.3792,-1.5173,-1.2367,-1.3493
Branchial arch epithelium,Sympathetic neurons,neither,-1.2905,-1.9308,-1.1451,-2.0115
Branchial arch epithelium,Telencephalon,neither,-1.8165,-1.3061,-1.5766,-1.0702
Branchial arch epithelium,Thalamic neuronal precursors,neither,-2.8530,-2.8475,-1.8952,-2.1791
Branchial arch epithelium,Ureteric bud,neither,0.4688,-1.5755,0.7150,-1.6481
Cajal-Retzius cells,Cerebellar Purkinje cells,neither,-1.1789,-1.4585,-1.0030,-1.3749
Cajal-Retzius cells,Chondrocytes (Atp1a2+),neither,-1.5899,-1.3272,-1.5012,-1.1427
Cajal-Retzius cells,Choroid plexus,K15_only,0.6493,-0.8774,0.4328,-0.9678
Cajal-Retzius cells,Cranial motor neurons,neither,-0.8850,-1.2620,-0.9925,-1.0525
Cajal-Retzius cells,Deep-layer neurons,neither,0.0602,-1.0145,0.1419,-0.8676
Cajal-Retzius cells,Definitive early erythroblasts (CD36-),neither,-3.5676,-1.9577,-3.5199,-1.8971
Cajal-Retzius cells,Definitive erythroblasts (CD36+),neither,-0.6971,-1.1135,-0.5811,-1.1934
Cajal-Retzius cells,Dermatome,neither,-1.5086,-1.1160,-1.3640,-0.9739
Cajal-Retzius cells,Dermomyotome,neither,-2.1213,-1.3414,-0.9600,-1.0162
Cajal-Retzius cells,Diencephalon,neither,-0.4046,-1.8874,-0.6016,-1.7490
Cajal-Retzius cells,Dorsal root ganglion neurons,neither,-1.1099,-0.8627,-0.7900,-0.8204
Cajal-Retzius cells,Dorsal telencephalon,K15_only,1.2721,-0.9548,1.1676,-0.8391
Cajal-Retzius cells,Early chondrocytes,neither,-1.5952,-1.1353,-1.2558,-0.9264
Cajal-Retzius cells,Endocardial cells,neither,-1.0371,-1.3717,-1.3369,-1.1008
